sampleNo,locateID,bed,Loc,Facies,TypeDep,TypeClast,TypeLoc,TYPELocClast,TypeFac,psilevel,scale,area,mm^2,mm,PSI,Chain,efd1,efd2,efd3,efd4,efd5,efd6,efd7,efd8,efd9,efd10,efd11,efd12,efd13,efd14,efd15,efd16,efd17,efd18,efd19,efd20,efd21,efd22,efd23,efd24,efd25,efd26,efd27,efd28,efd29,efd30,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
O7A_3_02_5,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_4,4.039806E-03,66964,270.521568984,18.5590613807,4.21405184331,1157,0.562219135030224,-7.29592041522932,-5.16865380615312,-9.29037136935407,-7.30206861759854,-10.7873331718665,-9.24477344411782,-11.7943426363288,-10.8936544105668,-12.5675273728094,-11.8798115194944,-13.9606435642812,-12.4496283939817,-13.2832089873694,-13.364959321733,-15.190317436508,-14.0617094170559,-14.4447961504254,-14.256557853033,-14.7753621993324,-14.8593243019827,-14.5956501225655,-15.0155858812012,-14.9391723531641,-15.7030952658922,-15.0696446648919,-15.9538946053497,-15.386458627241,-16.3040662333289,-16.2903514725737,-2.0140444542425,-0.974339663554853,0.411783708420999,-0.233806188074892,-0.153539333478852,0.185604529654718,-0.270007175766038,-0.0188772152002243,0.101522554195683,-0.132933057646508,-0.437171166355259,0.177908856698685,0.179910068223438,-0.228309792348695,-0.40428713520083
O7A_3_03_1,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_3,5.263712E-03,11589,61.001158368000006,8.81300670083,3.13963430204,430,0.5823436132321138,-6.78376440961116,-5.11640784824587,-8.22332765605393,-7.25641281957472,-11.4587284562548,-9.36973653433293,-10.066134749285,-10.1468523175509,-10.8560549039214,-12.0833995443419,-12.982891274278,-11.9278537911595,-11.8158000222521,-12.779874760131,-12.6834621586371,-13.3718306437606,-13.5809716428826,-13.4719042682666,-13.2920442647414,-14.4605371582357,-14.9243594246881,-14.162285623476,-14.4346082814997,-15.383229733124,-15.1724124277437,-15.0514304193466,-15.3059710138431,-15.6916915673523,-15.7390900246491,-0.173382073360698,-0.302320250441324,0.50378819968637,0.493474978292781,-0.336765043478098,0.546781363866133,-0.384239747721315,0.121878542538001,0.235913000034687,0.149108088467788,0.451623384215336,0.747770303598513,0.691031014677994,-0.753023503863753,-0.905754523304146
O7A_3_03_10,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,5700,30.0031584,6.18071255939,2.62777317254,294,0.6006461480336049,-5.44092775687699,-5.02348612151035,-8.4334939038472,-7.95940541424437,-9.9813896124696,-8.86809356238446,-12.1194262327385,-9.90052639116632,-12.9129991940134,-11.3388449504067,-13.449219684932,-12.9393695453295,-13.0289510289946,-16.5823595427147,-14.7080975568447,-14.1962078805064,-14.6818576902331,-13.9916187945489,-15.4119512791613,-14.1842214527589,-14.5740685810922,-15.2387669908623,-15.5137601825645,-15.5533066724221,-15.5066851097058,-15.9428639512621,-14.1684181101574,-14.3041103462112,-16.181061626168,-1.91548495020506,0.086511078311994,1.13326637401161,-1.63747857683157,-0.484259699333112,0.478704928617788,2.09543133764313,0.361220430677602,0.659801298972648,0.413857315364909,-0.611211618384825,-0.854454705609566,0.529349759212164,-0.212211723781009,-0.473763859743547
O7A_3_03_11,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_1,5.263712E-03,1979,10.416886048,3.64186645133,1.86467801909,302,0.5086797901465888,-7.48252279363149,-4.95268706731235,-7.86604799033846,-7.07409339542275,-9.64415866303716,-8.46189030706489,-11.8867697158129,-9.65506696228168,-12.2440908830585,-10.6845856831716,-12.5261642395371,-11.372371089536,-13.0873716128255,-12.2346587414943,-13.364815369184,-13.0462067514243,-13.600522634574,-13.7083739729213,-14.2631870182279,-13.8578059973645,-14.9833371684233,-13.9104339262569,-14.862159129297,-14.7190934476007,-14.7164302729523,-16.0596274370717,-14.5335302265704,-15.7797968318398,-14.9347095195328,0.260018473782862,-1.84136481482245,0.047192062982989,-0.345198903926341,0.0330522890484188,-0.320714160961777,0.112921346468663,0.126592996869739,0.335306496558206,-0.909657920600112,0.0380962745557163,-0.317595643299493,-0.15068156160161,0.0471953749715467,-0.0199203826531673
O7A_3_03_12,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,2539,13.364564768000001,4.12508089142,2.04442241039,235,0.5523109151354402,-4.84605760785132,-4.93928972913857,-9.59204038065388,-7.03694071971481,-8.87674924665311,-9.35311120744693,-9.95480018158574,-11.4625006333991,-10.938491550181,-12.2038088200654,-12.7298159510594,-12.7251933264423,-12.6911708279497,-14.5966757319991,-13.091311909878,-13.9293638692347,-15.5689583774804,-14.3498250713447,-14.6306008999695,-14.0489184418296,-14.9978076176525,-14.7640338957316,-15.0948354847926,-15.3312918210883,-14.8029640739636,-14.0307688131933,-15.9955964914113,-14.6108772811081,-14.3029337686028,-0.627844093549583,0.695365347631608,2.17219580550934,-0.32705230799937,-0.238512295125778,0.221477864801773,-0.0874037288936139,-0.814884865891198,-0.29983432620791,0.817690358386751,-1.01794035538195,-0.277648823795518,-0.0244659295142022,-0.291005218142842,-0.468202285610468
O7A_3_03_13,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_4,5.263712E-03,42771,225.134225952,16.930735346,4.08157272949,1239,0.519140969741222,-6.51390153150691,-5.1959814435985,-9.00990506316535,-7.18158591173142,-10.1031853215517,-8.59458234131195,-10.7852636552438,-9.77369265120274,-11.1303621654364,-10.9077726364542,-11.7376301492885,-11.864217690223,-12.2338949046733,-12.6577334771342,-12.6827012468609,-13.3187320130798,-13.0876245803532,-14.2250047939293,-13.3347198252534,-15.0821496942167,-13.6592177219168,-15.5322201322821,-14.0665206400987,-15.8558192347687,-14.4828676674241,-16.2079194293739,-14.8838450386487,-16.0761680895249,-15.2889605403617,0.596237847408825,-1.047578973368,0.414245450001309,0.363155535821589,-0.421017673683248,0.417554578250432,0.380378821747453,-0.452710387943979,-0.00361189525522858,0.0349087522461266,0.0433971283936641,0.00217456138069659,-0.0533244126705086,-0.00346437536235668,-0.0846692561857303
O7A_3_03_14,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_3,5.263712E-03,10217,53.779345504000005,8.27490117075,3.04874208155,447,0.539513299509445,-6.70616150785736,-4.91066930868083,-7.74522971466249,-7.27865951237818,-12.2956689566561,-9.03897666272346,-12.4474645511364,-9.7374176556265,-11.9975363861743,-11.3151334630738,-13.2783694737515,-11.4708774333862,-13.5472567348773,-12.8399465228771,-13.5527213626498,-13.5322226270886,-15.3911571692947,-14.4455537251244,-15.1663398019848,-16.1712948584027,-16.6908875006567,-15.7385152348514,-16.2159437630094,-17.1693247581841,-16.6614807871647,-18.0758518297922,-17.3559696205873,-17.2044736985091,-16.5302563275199,-0.976817964902533,-1.79978770811032,0.0655047214720391,-0.607353246478885,0.328618072914321,0.615769631971978,-0.066609621440195,0.224590779734977,0.440431474897114,-0.366534306622704,1.07066539367907,-0.139097121550591,0.817280280353329,-0.0785532631165528,-0.711509559607341
O7A_3_03_15,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_3,5.263712E-03,22249,117.112328288,12.2111443998,3.61012650754,763,0.5320093476635528,-6.48873914536642,-4.83635126460271,-8.54448274002197,-7.16409884522466,-10.9018031405566,-9.23349110790168,-11.6991488969553,-10.5344942758869,-11.8692847557423,-11.3761539993133,-12.7734792940029,-11.9085619445046,-13.1418225864586,-12.5595010909908,-14.5085736010434,-13.2688273955983,-14.8307679237752,-14.0654885412297,-14.6536776389942,-14.4575118664173,-14.8119534066321,-15.1243798899769,-14.7458507012727,-15.971318508783,-15.4580519019619,-15.9370552979922,-16.5726061139622,-15.7216950808955,-17.1952297348857,-0.665820170517049,-1.22039852693685,0.65428576174151,-0.103571090132481,0.393665219437178,0.391240888635825,-0.41344488173425,-0.0247315268942566,0.186344941495087,-0.165322195980606,0.243354962735014,-0.0629488766784022,0.285615958297355,0.0819300676982256,-0.224836319144976
O7A_3_03_16,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,8210,43.21507552,7.41775862918,2.8909833239,472,0.5343399676909224,-5.86575676519194,-4.842555911091,-8.05260708125381,-7.70086382139025,-7.88772544858502,-9.84209396721684,-8.90577128796434,-12.6657752700327,-10.2632373401557,-10.2066160587136,-9.92174687236836,-10.9284643233186,-10.6060082301337,-11.000309195367,-10.6434376467938,-12.3836692141244,-11.6405858116143,-12.0748851857728,-12.2862420422823,-13.681927734554,-13.5008772247771,-13.5479102253239,-13.9201593801184,-13.5084473652933,-14.5326568386141,-15.1841723205803,-15.2878787669577,-15.6943392960882,-14.4481155451958,2.39218487392037,1.05146676324276,0.902253388989255,2.22427301000519,1.334935073354,-0.0967478777608769,-1.15207252673298,-0.636040732860557,0.0477897757850133,-0.354512058074068,-1.19238779228861,-0.46485511533909,0.500612235913209,0.290355267198223,1.04096245421102
O7A_3_03_17,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_3,5.263712E-03,14370,75.63954144,9.813626002,3.29478629124,428,0.6983552467130882,-5.67897156274101,-5.83275592025405,-7.06831902659461,-8.46562005530571,-9.01474498545902,-10.7670208436519,-12.0873229582166,-12.8714695418644,-12.8997179633711,-12.8336744621646,-14.2686470759944,-14.1419223500402,-15.1055372375068,-15.1685324705427,-16.1516487857623,-16.2352357798298,-18.2870159448936,-16.2569519365768,-16.5819322180192,-18.3518085413903,-16.7170158044586,-16.6263229725084,-17.9983760246842,-15.9535819604807,-17.4828451374723,-16.7655654531282,-17.3514829832572,-17.116624293043,-16.7702839488625,-4.04144144829552,2.87439269007433,0.482802657514128,-1.60959735914935,0.37715257428256,-0.396441473746176,-0.30164475537149,-0.295163096054218,0.283247390985024,-0.527178292032969,-0.463494504047899,-0.396398633449237,0.187912075707373,0.484689647740017,0.00472844292436436
O7A_3_03_18,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_3,5.263712E-03,32904,173.197179648,14.8499662681,3.89238774882,992,0.5273197533129512,-6.84346695796048,-5.05421455259075,-8.74032317789952,-7.04780334405588,-10.7957522571441,-8.54074958302967,-11.3408332500864,-9.80219144016243,-12.0541424969089,-10.5711697167666,-12.36542600696,-11.5837956595184,-12.6422248634389,-12.3230406142629,-12.670645547192,-13.0983532376981,-13.3430082142472,-14.4048604672956,-13.8157378846361,-15.1002041052419,-14.0508652845008,-15.8451568973176,-14.4381265630025,-16.5528151308579,-14.7848442722314,-17.3525937340505,-15.0894685091273,-17.963290959584,-15.5880680711319,0.179203018458664,-1.77954595561534,0.0316653569792032,-0.0407432684994508,-0.101673345013116,0.402876534723925,0.0820286929687423,-0.116054185347134,0.235164059341561,-0.137834243745349,0.0600483764701451,0.0363919392457382,0.257873031972627,-0.0334702092808784,0.0794873235961313
O7A_3_03_19,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,7648,40.256869376000004,7.15937413722,2.83983347456,635,0.5072855920742728,-7.49885251196594,-4.94636817122737,-9.94527874448396,-7.02682628660418,-11.749118933581,-8.37387703014025,-17.3596742864506,-9.52837584275082,-14.1194194560007,-10.3111884806787,-13.9413884569422,-11.0691627895277,-16.0444181495579,-11.601002196031,-17.4221631283677,-12.1573134972248,-16.9542320844757,-12.6703973353356,-16.7655093407583,-13.0791301028535,-16.8853669576047,-13.4261871602936,-15.6516827874267,-13.7001130433786,-17.4988050606866,-13.9882446238248,-17.1204562031321,-14.1992365286163,-17.5710170965196,-2.72256854694391,-4.60528333961026,-1.36791471341991,-1.55469439190818,1.0644700605365,0.733122590671214,-0.199641554893132,0.339158225663951,-0.0586576193021138,-0.962697960015544,0.540407633693698,-1.55948749191183,-0.841534019513165,1.62938836895547,-0.291821360461012
O7A_3_03_2,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,7997,42.093904864,7.32090324107,2.87202165685,446,0.5376607508063085,-8.53436103127098,-5.22522211015311,-8.64262830404887,-7.3493160337119,-11.1457672133862,-8.86096520456206,-11.5967752097614,-9.7956677567887,-12.0886229805009,-10.7589562622415,-13.2336884919915,-11.7983429323244,-13.8727176299675,-12.1624987551276,-13.5882135624696,-12.8910203919547,-14.6252090112,-13.3362595481622,-14.9291557614076,-13.6097441657184,-15.2036841758523,-14.3037463208519,-14.6932231669093,-14.4186504389362,-15.8510637735061,-15.2395113624035,-16.3319496898708,-15.0207308318958,-17.1254632913505,-0.927543862060954,-1.96343554771615,-0.542830772107701,0.0732356875275445,-0.241885548089614,-0.531721838170025,-0.0870645862932779,-0.0512006209304916,0.176448445185498,-0.411650063144266,0.50474847276657,0.319062996571758,0.323932163986935,0.15400356386116,-0.136203462670027
O7A_3_03_3,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,3098,16.306979776000002,4.55660965039,2.18796078496,374,0.5103457423583112,-6.39860351000253,-4.91019953959765,-10.2717175083769,-7.08904781449851,-11.4008697823905,-8.48969513722058,-11.7657017066681,-9.67482114600126,-13.0832778061565,-10.417487545293,-13.4931118242227,-11.2060172299911,-13.5574468194045,-11.9533766716275,-14.0509941464372,-12.2747100736276,-14.1610900580377,-12.7579874436784,-14.428770664429,-14.0807623454877,-14.9166583990388,-14.0017279759085,-14.1116062870396,-13.8384735522668,-15.0176759807056,-14.9135850131032,-16.123819229386,-15.6846408558889,-15.0688389490351,-0.655383199384576,-2.8990414573068,-0.292166035511972,-0.439581013430042,0.626775697381067,0.458731499896039,0.016116657186647,-0.275627430366031,-0.137600641893333,0.492615285186767,-0.208056570726186,0.161980872996675,0.0782658061594883,-0.239478467328007,0.0856106744461965
O7A_3_03_4,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,7126,37.509211712,6.91073162867,2.78883845463,389,0.549618299319464,-6.62324901873122,-4.97813449922999,-8.10746273293214,-7.58052808467339,-9.97032882320495,-8.96213621896182,-11.1196627139757,-9.95984654754254,-11.4808077510364,-11.3376837109164,-11.9029425313197,-12.9532062117315,-12.155359025017,-13.3362285108775,-12.9258103737653,-13.5316746950559,-13.3062070291698,-13.6657405183913,-13.7204148672699,-13.9223645579647,-14.1838240139569,-15.2477662599618,-14.0497591351376,-15.4724725848351,-14.2441562471165,-15.1656912993885,-14.2107987542054,-15.0916255353089,-15.6279890431318,-0.125339243668398,-0.249945906857408,0.957320336052712,0.112706118508888,-0.390189234091568,0.378996398869617,0.722987941921121,0.261747755749959,0.315555938374277,-0.287804125921685,0.154052229147884,0.208687245966774,0.00681122030993137,0.237334394209912,0.011601384042883
O7A_3_03_5,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_4,5.263712E-03,48195,253.68459984,17.9722359323,4.16769800111,922,0.5681366623078544,-6.85282122557932,-5.17887271800234,-8.16546124554629,-7.25560367792172,-9.45257572257826,-8.77530900951149,-10.0667150288105,-9.47430804599677,-11.6185653294585,-10.7906177906416,-12.2410589342546,-12.5311388069589,-12.3512278894415,-12.4050023187278,-12.4590708995731,-13.6413825039827,-13.0847505335666,-15.1242240994292,-13.2494481999243,-14.7256548380991,-14.241165887468,-16.5141772653062,-14.5514070683903,-15.8771265522415,-14.7074675186007,-16.3794837694578,-15.5232096150172,-16.717007033332,-15.6483592940568,0.637190154652066,-0.544595246992223,0.235219498268106,-0.0846307152004943,-0.472535730023637,-0.220287450342271,0.381248500482332,0.0350331315821023,0.304908298328,-0.0590204829943759,-0.0323021671160436,0.731052995836316,-0.214586086768823,-0.0213457897258603,0.181828762682527
O7A_3_03_6,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,3478,18.307190336,4.82798495118,2.27142117922,405,0.511161420054445,-6.78794016971222,-5.15902446958124,-10.1352135814031,-6.97110226166275,-11.257224322699,-8.44963617237178,-11.0715923053671,-9.54872014019314,-12.3143696629188,-10.6120942114792,-11.9264677150516,-11.0763046238373,-12.9966745854487,-11.9383441372468,-13.0555197657859,-12.1569750400403,-13.0665492374562,-12.8591662279513,-13.4021120012465,-13.2119199558183,-13.512216406475,-13.8474623919513,-13.7659609286728,-13.6903098196222,-13.8950116175716,-14.3307478859697,-15.1468367963982,-14.1233154264395,-14.7892478026121,0.172935310955189,-2.40881874206436,-0.276334127121069,0.320872787348649,-0.0889593877988868,0.557264455956452,-0.00197625827983652,-0.488790407939565,-0.157022156133875,0.50508199550899,0.219699727777418,-0.109501836443378,-0.0387737712113622,-0.357163527532602,0.347016780183386
O7A_3_03_7,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,3787,19.933677344,5.03789105344,2.33281992351,300,0.5389815244617248,-5.70374285478091,-4.80492312317018,-7.08586988124025,-7.02566785191104,-9.49356194829574,-8.30596297503355,-8.34742970211497,-10.0202768319782,-10.9807423077652,-9.60759857863946,-10.8102002553098,-12.1473617148192,-12.775157866258,-12.8034276323492,-12.7860438315362,-13.6842342751061,-12.718526937133,-14.3839817818979,-14.5252804614425,-14.9363961361546,-13.8332219263038,-15.8734431523621,-15.072223332539,-15.4981141652342,-15.1679183189417,-16.2707403755493,-15.5435547110054,-15.7231309507111,-15.2513927698205,2.12990346637067,-0.296741277783555,1.06369238329285,-0.411960201894342,-0.318686254154213,-0.562087084792195,0.378896693803281,-0.53759689499332,0.227756506139496,0.291286579361373,0.222348760541873,0.325621058911803,1.01555382965771,0.137607354747331,1.11192717879994
O7A_3_03_8,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_4,5.263712E-03,40745,214.46994544,16.5248786892,4.04656777569,960,0.5469725257154424,-7.96765622370547,-5.21588057422694,-8.13058745156354,-7.69265804797074,-9.90594419400793,-8.95032019301294,-11.0316738453864,-10.0090610704371,-12.108339332554,-10.6440242574944,-13.311059594835,-11.0994145336949,-13.9645111322358,-11.715662422453,-14.0720142116778,-12.2104561690997,-14.6457060871431,-12.7098976828114,-14.594573540908,-13.2144898088267,-14.9884462979213,-13.7099600292917,-15.1141256344513,-14.0487017211518,-15.238169665556,-14.3765848775943,-15.3277571995814,-15.0408251463331,-15.5948509024112,-0.305865761527227,-1.42212397742592,-0.792062674940319,-0.0679728176244428,0.499801743257732,-1.06963398164929,-0.167421958743261,-0.146231244673769,-0.0211028257361066,-0.577620286738097,0.179371157045495,0.123684730149314,0.18116346622304,-0.103525561160069,-0.0788454636071272
O7A_3_03_9,O7A_3,A,3,Co-genetic,Tb,TYPE I,O7A_3_Tb,O7A_3_TYPE I,Co-genetic_Tb,O7A_3_2,5.263712E-03,3754,19.759974848000002,5.01589287958,2.32650653798,478,0.5044269068486132,-11.9981681925947,-5.07537528920922,-10.0681786125936,-7.10186475728574,-12.2170270522645,-8.46661365514285,-12.5620643116925,-9.41611595531846,-13.1887506458024,-10.2162164135163,-13.6653879082398,-10.9031723437706,-15.3515123972925,-11.5204645660479,-15.9283415063272,-12.0150663976061,-16.2158309251938,-12.4479078618598,-16.8946391396841,-12.8755969664659,-16.5709634093502,-13.2524746159353,-18.065727454211,-13.5754978394029,-16.564573558905,-13.8446437225425,-17.1882714267639,-14.2369521578369,-19.0095736436102,-2.00527088487687,-4.41787736597802,-1.51625212285596,0.72527222213296,-0.684870777296659,-1.64926660871332,-0.430087860074146,0.330212209680167,0.0445749396191367,-0.524525510249541,0.744043188222533,-0.045435488544855,0.382374316908136,0.182089389850853,0.167373194180569
